Summary for Run #2721: S1 = 629; S2 = 676; S3 = 230
Summary for Run #2722: S1 = 577; S2 = 702; S3 = 240
Summary for Run #2723: S1 = 649; S2 = 656; S3 = 197
Summary for Run #2724: S1 = 619; S2 = 686; S3 = 217
Summary for Run #2725: S1 = 595; S2 = 690; S3 = 209
Summary for Run #2726: S1 = 620; S2 = 694; S3 = 217
Summary for Run #2727: S1 = 605; S2 = 676; S3 = 216
Summary for Run #2728: S1 = 604; S2 = 668; S3 = 226
Summary for Run #2729: S1 = 616; S2 = 692; S3 = 217
Summary for Run #2730: S1 = 597; S2 = 669; S3 = 244
Summary for Run #2731: S1 = 632; S2 = 671; S3 = 199
Summary for Run #2732: S1 = 605; S2 = 673; S3 = 227
Summary for Run #2733: S1 = 644; S2 = 676; S3 = 217
Summary for Run #2734: S1 = 603; S2 = 643; S3 = 234
Summary for Run #2735: S1 = 602; S2 = 658; S3 = 233
Summary for Run #2736: S1 = 589; S2 = 652; S3 = 241
Summary for Run #2737: S1 = 617; S2 = 658; S3 = 249
Summary for Run #2738: S1 = 617; S2 = 633; S3 = 219
Summary for Run #2739: S1 = 629; S2 = 679; S3 = 204
Summary for Run #2740: S1 = 629; S2 = 629; S3 = 248
Summary for Run #2741: S1 = 660; S2 = 661; S3 = 213
Summary for Run #2742: S1 = 627; S2 = 652; S3 = 241
Summary for Run #2743: S1 = 575; S2 = 690; S3 = 228
Summary for Run #2744: S1 = 601; S2 = 701; S3 = 222
Summary for Run #2745: S1 = 610; S2 = 719; S3 = 196
Summary for Run #2746: S1 = 642; S2 = 660; S3 = 223
Summary for Run #2747: S1 = 646; S2 = 617; S3 = 246
Summary for Run #2748: S1 = 562; S2 = 650; S3 = 249
Summary for Run #2749: S1 = 577; S2 = 692; S3 = 233
Summary for Run #2750: S1 = 615; S2 = 648; S3 = 226
Summary for Run #2751: S1 = 583; S2 = 664; S3 = 226
Summary for Run #2752: S1 = 603; S2 = 638; S3 = 232
Summary for Run #2753: S1 = 574; S2 = 705; S3 = 220
Summary for Run #2754: S1 = 579; S2 = 646; S3 = 242
Summary for Run #2755: S1 = 625; S2 = 709; S3 = 202
Summary for Run #2756: S1 = 618; S2 = 682; S3 = 224
Summary for Run #2757: S1 = 599; S2 = 671; S3 = 223
Summary for Run #2758: S1 = 618; S2 = 705; S3 = 195
Summary for Run #2759: S1 = 601; S2 = 660; S3 = 203
Summary for Run #2760: S1 = 612; S2 = 670; S3 = 211
Summary for Run #2761: S1 = 672; S2 = 669; S3 = 225
Summary for Run #2762: S1 = 609; S2 = 641; S3 = 223
Summary for Run #2763: S1 = 643; S2 = 680; S3 = 228
Summary for Run #2764: S1 = 636; S2 = 679; S3 = 212
Summary for Run #2765: S1 = 610; S2 = 653; S3 = 233
Summary for Run #2766: S1 = 630; S2 = 691; S3 = 210
Summary for Run #2767: S1 = 618; S2 = 675; S3 = 223
Summary for Run #2768: S1 = 630; S2 = 674; S3 = 210
Summary for Run #2769: S1 = 617; S2 = 656; S3 = 227
Summary for Run #2770: S1 = 646; S2 = 688; S3 = 214
Summary for Run #2771: S1 = 608; S2 = 671; S3 = 214
Summary for Run #2772: S1 = 638; S2 = 658; S3 = 220
Summary for Run #2773: S1 = 634; S2 = 632; S3 = 239
Summary for Run #2774: S1 = 589; S2 = 691; S3 = 226
Summary for Run #2775: S1 = 605; S2 = 684; S3 = 202
Summary for Run #2776: S1 = 606; S2 = 699; S3 = 220
Summary for Run #2777: S1 = 590; S2 = 670; S3 = 225
Summary for Run #2778: S1 = 625; S2 = 644; S3 = 213
Summary for Run #2779: S1 = 675; S2 = 645; S3 = 237
Summary for Run #2780: S1 = 585; S2 = 679; S3 = 208
Summary for Run #2781: S1 = 657; S2 = 658; S3 = 212
Summary for Run #2782: S1 = 612; S2 = 655; S3 = 224
Summary for Run #2783: S1 = 579; S2 = 681; S3 = 205
Summary for Run #2784: S1 = 623; S2 = 660; S3 = 226
Summary for Run #2785: S1 = 613; S2 = 705; S3 = 201
Summary for Run #2786: S1 = 614; S2 = 722; S3 = 210
Summary for Run #2787: S1 = 580; S2 = 662; S3 = 252
Summary for Run #2788: S1 = 657; S2 = 670; S3 = 210
Summary for Run #2789: S1 = 606; S2 = 651; S3 = 211
Summary for Run #2790: S1 = 598; S2 = 672; S3 = 228
Summary for Run #2791: S1 = 626; S2 = 690; S3 = 207
Summary for Run #2792: S1 = 617; S2 = 677; S3 = 217
Summary for Run #2793: S1 = 590; S2 = 687; S3 = 240
Summary for Run #2794: S1 = 616; S2 = 674; S3 = 208
Summary for Run #2795: S1 = 604; S2 = 644; S3 = 237
Summary for Run #2796: S1 = 584; S2 = 695; S3 = 224
Summary for Run #2797: S1 = 643; S2 = 668; S3 = 213
Summary for Run #2798: S1 = 574; S2 = 666; S3 = 221
Summary for Run #2799: S1 = 600; S2 = 689; S3 = 226
Summary for Run #2800: S1 = 598; S2 = 681; S3 = 219
Summary for Run #2801: S1 = 642; S2 = 658; S3 = 231
Summary for Run #2802: S1 = 585; S2 = 678; S3 = 215
Summary for Run #2803: S1 = 635; S2 = 657; S3 = 236
Summary for Run #2804: S1 = 635; S2 = 683; S3 = 198
Summary for Run #2805: S1 = 607; S2 = 670; S3 = 219
Summary for Run #2806: S1 = 652; S2 = 633; S3 = 214
Summary for Run #2807: S1 = 594; S2 = 690; S3 = 233
Summary for Run #2808: S1 = 663; S2 = 651; S3 = 198
Summary for Run #2809: S1 = 635; S2 = 677; S3 = 225
Summary for Run #2810: S1 = 644; S2 = 626; S3 = 232
Summary for Run #2811: S1 = 626; S2 = 665; S3 = 222
Summary for Run #2812: S1 = 645; S2 = 660; S3 = 229
Summary for Run #2813: S1 = 637; S2 = 644; S3 = 247
Summary for Run #2814: S1 = 614; S2 = 634; S3 = 228
Summary for Run #2815: S1 = 624; S2 = 647; S3 = 216
Summary for Run #2816: S1 = 613; S2 = 680; S3 = 230
Summary for Run #2817: S1 = 636; S2 = 677; S3 = 215
Summary for Run #2818: S1 = 628; S2 = 652; S3 = 241
Summary for Run #2819: S1 = 616; S2 = 651; S3 = 226
Summary for Run #2820: S1 = 562; S2 = 683; S3 = 219
Summary for Run #2821: S1 = 595; S2 = 680; S3 = 212
Summary for Run #2822: S1 = 628; S2 = 678; S3 = 218
Summary for Run #2823: S1 = 581; S2 = 669; S3 = 221
Summary for Run #2824: S1 = 597; S2 = 662; S3 = 217
Summary for Run #2825: S1 = 609; S2 = 653; S3 = 221
Summary for Run #2826: S1 = 630; S2 = 681; S3 = 211
Summary for Run #2827: S1 = 603; S2 = 692; S3 = 215
Summary for Run #2828: S1 = 624; S2 = 686; S3 = 231
Summary for Run #2829: S1 = 606; S2 = 658; S3 = 232
Summary for Run #2830: S1 = 594; S2 = 673; S3 = 219
Summary for Run #2831: S1 = 610; S2 = 665; S3 = 230
Summary for Run #2832: S1 = 644; S2 = 671; S3 = 221
Summary for Run #2833: S1 = 620; S2 = 636; S3 = 241
Summary for Run #2834: S1 = 568; S2 = 691; S3 = 231
Summary for Run #2835: S1 = 653; S2 = 668; S3 = 229
Summary for Run #2836: S1 = 594; S2 = 654; S3 = 223
Summary for Run #2837: S1 = 632; S2 = 667; S3 = 217
Summary for Run #2838: S1 = 575; S2 = 689; S3 = 220
Summary for Run #2839: S1 = 660; S2 = 648; S3 = 220
Summary for Run #2840: S1 = 603; S2 = 695; S3 = 219
Summary for Run #2841: S1 = 607; S2 = 701; S3 = 221
Summary for Run #2842: S1 = 614; S2 = 694; S3 = 221
Summary for Run #2843: S1 = 635; S2 = 669; S3 = 201
Summary for Run #2844: S1 = 618; S2 = 676; S3 = 206
Summary for Run #2845: S1 = 659; S2 = 658; S3 = 219
Summary for Run #2846: S1 = 574; S2 = 684; S3 = 222
Summary for Run #2847: S1 = 649; S2 = 638; S3 = 239
Summary for Run #2848: S1 = 601; S2 = 674; S3 = 225
Summary for Run #2849: S1 = 569; S2 = 698; S3 = 221
Summary for Run #2850: S1 = 579; S2 = 685; S3 = 216
Summary for Run #2851: S1 = 631; S2 = 665; S3 = 225
Summary for Run #2852: S1 = 632; S2 = 686; S3 = 225
Summary for Run #2853: S1 = 599; S2 = 678; S3 = 222
Summary for Run #2854: S1 = 650; S2 = 664; S3 = 228
Summary for Run #2855: S1 = 593; S2 = 705; S3 = 214
Summary for Run #2856: S1 = 630; S2 = 659; S3 = 220
Summary for Run #2857: S1 = 584; S2 = 669; S3 = 233
Summary for Run #2858: S1 = 621; S2 = 658; S3 = 231
Summary for Run #2859: S1 = 614; S2 = 631; S3 = 235
Summary for Run #2860: S1 = 632; S2 = 700; S3 = 204
Summary for Run #2861: S1 = 603; S2 = 646; S3 = 244
Summary for Run #2862: S1 = 588; S2 = 668; S3 = 218
Summary for Run #2863: S1 = 599; S2 = 658; S3 = 238
Summary for Run #2864: S1 = 613; S2 = 689; S3 = 191
Summary for Run #2865: S1 = 601; S2 = 637; S3 = 255
Summary for Run #2866: S1 = 609; S2 = 698; S3 = 221
Summary for Run #2867: S1 = 589; S2 = 678; S3 = 216
Summary for Run #2868: S1 = 633; S2 = 668; S3 = 227
Summary for Run #2869: S1 = 597; S2 = 664; S3 = 242
Summary for Run #2870: S1 = 610; S2 = 686; S3 = 219
Summary for Run #2871: S1 = 645; S2 = 690; S3 = 196
Summary for Run #2872: S1 = 602; S2 = 665; S3 = 240
Summary for Run #2873: S1 = 598; S2 = 693; S3 = 231
Summary for Run #2874: S1 = 644; S2 = 635; S3 = 245
Summary for Run #2875: S1 = 612; S2 = 677; S3 = 198
Summary for Run #2876: S1 = 602; S2 = 654; S3 = 232
Summary for Run #2877: S1 = 613; S2 = 665; S3 = 222
Summary for Run #2878: S1 = 636; S2 = 679; S3 = 212
Summary for Run #2879: S1 = 657; S2 = 647; S3 = 225
Summary for Run #2880: S1 = 637; S2 = 634; S3 = 232
Summary for Run #2881: S1 = 664; S2 = 667; S3 = 202
Summary for Run #2882: S1 = 654; S2 = 675; S3 = 228
Summary for Run #2883: S1 = 635; S2 = 662; S3 = 211
Summary for Run #2884: S1 = 611; S2 = 652; S3 = 219
Summary for Run #2885: S1 = 598; S2 = 667; S3 = 223
Summary for Run #2886: S1 = 646; S2 = 677; S3 = 202
Summary for Run #2887: S1 = 605; S2 = 654; S3 = 209
Summary for Run #2888: S1 = 620; S2 = 696; S3 = 232
Summary for Run #2889: S1 = 593; S2 = 690; S3 = 221
Summary for Run #2890: S1 = 607; S2 = 654; S3 = 220
Summary for Run #2891: S1 = 597; S2 = 699; S3 = 218
Summary for Run #2892: S1 = 621; S2 = 691; S3 = 206
Summary for Run #2893: S1 = 659; S2 = 680; S3 = 205
Summary for Run #2894: S1 = 631; S2 = 657; S3 = 206
Summary for Run #2895: S1 = 630; S2 = 672; S3 = 222
Summary for Run #2896: S1 = 594; S2 = 696; S3 = 214
Summary for Run #2897: S1 = 607; S2 = 644; S3 = 229
Summary for Run #2898: S1 = 596; S2 = 690; S3 = 223
Summary for Run #2899: S1 = 565; S2 = 719; S3 = 205
Summary for Run #2900: S1 = 606; S2 = 663; S3 = 219
Summary for Run #2901: S1 = 632; S2 = 691; S3 = 204
Summary for Run #2902: S1 = 626; S2 = 637; S3 = 250
Summary for Run #2903: S1 = 596; S2 = 666; S3 = 218
Summary for Run #2904: S1 = 633; S2 = 676; S3 = 221
Summary for Run #2905: S1 = 616; S2 = 653; S3 = 217
Summary for Run #2906: S1 = 637; S2 = 636; S3 = 218
Summary for Run #2907: S1 = 612; S2 = 668; S3 = 219
Summary for Run #2908: S1 = 633; S2 = 675; S3 = 216
Summary for Run #2909: S1 = 590; S2 = 687; S3 = 215
Summary for Run #2910: S1 = 598; S2 = 669; S3 = 213
Summary for Run #2911: S1 = 575; S2 = 661; S3 = 230
Summary for Run #2912: S1 = 642; S2 = 672; S3 = 198
Summary for Run #2913: S1 = 621; S2 = 664; S3 = 230
Summary for Run #2914: S1 = 665; S2 = 680; S3 = 210
Summary for Run #2915: S1 = 615; S2 = 679; S3 = 216
Summary for Run #2916: S1 = 659; S2 = 642; S3 = 230
Summary for Run #2917: S1 = 597; S2 = 687; S3 = 234
Summary for Run #2918: S1 = 619; S2 = 688; S3 = 211
Summary for Run #2919: S1 = 607; S2 = 661; S3 = 211
Summary for Run #2920: S1 = 616; S2 = 683; S3 = 193
Summary for Run #2921: S1 = 608; S2 = 698; S3 = 216
Summary for Run #2922: S1 = 613; S2 = 649; S3 = 221
Summary for Run #2923: S1 = 593; S2 = 681; S3 = 225
Summary for Run #2924: S1 = 621; S2 = 663; S3 = 221
Summary for Run #2925: S1 = 606; S2 = 654; S3 = 223
Summary for Run #2926: S1 = 620; S2 = 672; S3 = 207
Summary for Run #2927: S1 = 624; S2 = 662; S3 = 214
Summary for Run #2928: S1 = 648; S2 = 650; S3 = 240
Summary for Run #2929: S1 = 641; S2 = 670; S3 = 245
Summary for Run #2930: S1 = 622; S2 = 675; S3 = 215
Summary for Run #2931: S1 = 642; S2 = 681; S3 = 210
Summary for Run #2932: S1 = 610; S2 = 675; S3 = 219
Summary for Run #2933: S1 = 630; S2 = 715; S3 = 212
Summary for Run #2934: S1 = 632; S2 = 665; S3 = 221
Summary for Run #2935: S1 = 588; S2 = 673; S3 = 223
Summary for Run #2936: S1 = 655; S2 = 701; S3 = 205
Summary for Run #2937: S1 = 593; S2 = 692; S3 = 242
Summary for Run #2938: S1 = 587; S2 = 701; S3 = 219
Summary for Run #2939: S1 = 600; S2 = 669; S3 = 233
Summary for Run #2940: S1 = 616; S2 = 663; S3 = 217
Summary for Run #2941: S1 = 605; S2 = 667; S3 = 227
Summary for Run #2942: S1 = 588; S2 = 691; S3 = 221
Summary for Run #2943: S1 = 611; S2 = 689; S3 = 216
Summary for Run #2944: S1 = 617; S2 = 672; S3 = 219
Summary for Run #2945: S1 = 594; S2 = 689; S3 = 218
Summary for Run #2946: S1 = 599; S2 = 662; S3 = 235
Summary for Run #2947: S1 = 610; S2 = 682; S3 = 215
Summary for Run #2948: S1 = 599; S2 = 695; S3 = 219
Summary for Run #2949: S1 = 597; S2 = 663; S3 = 209
Summary for Run #2950: S1 = 641; S2 = 693; S3 = 196
Summary for Run #2951: S1 = 591; S2 = 642; S3 = 230
Summary for Run #2952: S1 = 646; S2 = 671; S3 = 222
Summary for Run #2953: S1 = 647; S2 = 666; S3 = 225
Summary for Run #2954: S1 = 605; S2 = 680; S3 = 221
Summary for Run #2955: S1 = 630; S2 = 680; S3 = 217
Summary for Run #2956: S1 = 598; S2 = 651; S3 = 247
Summary for Run #2957: S1 = 634; S2 = 656; S3 = 209
Summary for Run #2958: S1 = 638; S2 = 692; S3 = 219
Summary for Run #2959: S1 = 612; S2 = 659; S3 = 232
Summary for Run #2960: S1 = 617; S2 = 679; S3 = 221
Summary for Run #2961: S1 = 609; S2 = 693; S3 = 234
Summary for Run #2962: S1 = 602; S2 = 677; S3 = 223
Summary for Run #2963: S1 = 591; S2 = 660; S3 = 218
Summary for Run #2964: S1 = 651; S2 = 681; S3 = 232
Summary for Run #2965: S1 = 658; S2 = 646; S3 = 230
Summary for Run #2966: S1 = 620; S2 = 640; S3 = 231
Summary for Run #2967: S1 = 616; S2 = 699; S3 = 202
Summary for Run #2968: S1 = 614; S2 = 679; S3 = 232
Summary for Run #2969: S1 = 641; S2 = 663; S3 = 232
Summary for Run #2970: S1 = 595; S2 = 712; S3 = 197
Summary for Run #2971: S1 = 602; S2 = 680; S3 = 221
Summary for Run #2972: S1 = 624; S2 = 664; S3 = 233
Summary for Run #2973: S1 = 621; S2 = 667; S3 = 210
Summary for Run #2974: S1 = 627; S2 = 619; S3 = 249
Summary for Run #2975: S1 = 624; S2 = 663; S3 = 241
Summary for Run #2976: S1 = 620; S2 = 672; S3 = 234
Summary for Run #2977: S1 = 625; S2 = 657; S3 = 221
Summary for Run #2978: S1 = 652; S2 = 644; S3 = 219
Summary for Run #2979: S1 = 630; S2 = 690; S3 = 230
Summary for Run #2980: S1 = 617; S2 = 703; S3 = 208
Summary for Run #2981: S1 = 618; S2 = 659; S3 = 251
Summary for Run #2982: S1 = 639; S2 = 646; S3 = 212
Summary for Run #2983: S1 = 596; S2 = 683; S3 = 216
Summary for Run #2984: S1 = 661; S2 = 665; S3 = 212
Summary for Run #2985: S1 = 644; S2 = 666; S3 = 208
Summary for Run #2986: S1 = 624; S2 = 651; S3 = 239
Summary for Run #2987: S1 = 577; S2 = 690; S3 = 214
Summary for Run #2988: S1 = 636; S2 = 623; S3 = 259
Summary for Run #2989: S1 = 617; S2 = 679; S3 = 232
Summary for Run #2990: S1 = 629; S2 = 666; S3 = 223
Summary for Run #2991: S1 = 646; S2 = 673; S3 = 221
Summary for Run #2992: S1 = 600; S2 = 714; S3 = 182
Summary for Run #2993: S1 = 626; S2 = 682; S3 = 219
Summary for Run #2994: S1 = 569; S2 = 666; S3 = 232
Summary for Run #2995: S1 = 588; S2 = 685; S3 = 207
Summary for Run #2996: S1 = 595; S2 = 692; S3 = 212
Summary for Run #2997: S1 = 628; S2 = 713; S3 = 208
Summary for Run #2998: S1 = 604; S2 = 698; S3 = 196
Summary for Run #2999: S1 = 616; S2 = 672; S3 = 220
Summary for Run #3000: S1 = 601; S2 = 666; S3 = 229
Summary for Run #3001: S1 = 624; S2 = 679; S3 = 207
Summary for Run #3002: S1 = 622; S2 = 688; S3 = 209
Summary for Run #3003: S1 = 633; S2 = 656; S3 = 225
Summary for Run #3004: S1 = 600; S2 = 674; S3 = 229
Summary for Run #3005: S1 = 634; S2 = 647; S3 = 241
Summary for Run #3006: S1 = 654; S2 = 641; S3 = 239
Summary for Run #3007: S1 = 570; S2 = 676; S3 = 230
Summary for Run #3008: S1 = 621; S2 = 653; S3 = 254
Summary for Run #3009: S1 = 634; S2 = 704; S3 = 221
Summary for Run #3010: S1 = 626; S2 = 696; S3 = 205
Summary for Run #3011: S1 = 591; S2 = 695; S3 = 211
Summary for Run #3012: S1 = 601; S2 = 677; S3 = 228
Summary for Run #3013: S1 = 621; S2 = 675; S3 = 203
Summary for Run #3014: S1 = 611; S2 = 664; S3 = 206
Summary for Run #3015: S1 = 594; S2 = 661; S3 = 229
Summary for Run #3016: S1 = 613; S2 = 673; S3 = 223
Summary for Run #3017: S1 = 581; S2 = 703; S3 = 226
Summary for Run #3018: S1 = 600; S2 = 653; S3 = 223
Summary for Run #3019: S1 = 578; S2 = 657; S3 = 227
Summary for Run #3020: S1 = 618; S2 = 674; S3 = 219
Summary for Run #3021: S1 = 621; S2 = 662; S3 = 235
Summary for Run #3022: S1 = 623; S2 = 710; S3 = 212
Summary for Run #3023: S1 = 596; S2 = 661; S3 = 235
Summary for Run #3024: S1 = 607; S2 = 662; S3 = 224
Summary for Run #3025: S1 = 600; S2 = 681; S3 = 219
Summary for Run #3026: S1 = 602; S2 = 677; S3 = 230
Summary for Run #3027: S1 = 596; S2 = 662; S3 = 230
Summary for Run #3028: S1 = 598; S2 = 673; S3 = 220
Summary for Run #3029: S1 = 629; S2 = 632; S3 = 241
Summary for Run #3030: S1 = 633; S2 = 679; S3 = 212
Summary for Run #3031: S1 = 636; S2 = 664; S3 = 221
Summary for Run #3032: S1 = 644; S2 = 665; S3 = 223
Summary for Run #3033: S1 = 615; S2 = 682; S3 = 204
Summary for Run #3034: S1 = 649; S2 = 641; S3 = 209
Summary for Run #3035: S1 = 629; S2 = 673; S3 = 224
Summary for Run #3036: S1 = 628; S2 = 654; S3 = 212
Summary for Run #3037: S1 = 618; S2 = 674; S3 = 223
Summary for Run #3038: S1 = 595; S2 = 680; S3 = 225
Summary for Run #3039: S1 = 646; S2 = 666; S3 = 230
Summary for Run #3040: S1 = 562; S2 = 690; S3 = 230
Summary for Run #3041: S1 = 606; S2 = 620; S3 = 235
Summary for Run #3042: S1 = 619; S2 = 664; S3 = 231
Summary for Run #3043: S1 = 677; S2 = 667; S3 = 233
Summary for Run #3044: S1 = 619; S2 = 678; S3 = 215
Summary for Run #3045: S1 = 602; S2 = 699; S3 = 219
Summary for Run #3046: S1 = 616; S2 = 661; S3 = 204
Summary for Run #3047: S1 = 640; S2 = 662; S3 = 212
Summary for Run #3048: S1 = 612; S2 = 663; S3 = 227
Summary for Run #3049: S1 = 618; S2 = 672; S3 = 201
Summary for Run #3050: S1 = 621; S2 = 680; S3 = 204
Summary for Run #3051: S1 = 651; S2 = 691; S3 = 211
Summary for Run #3052: S1 = 610; S2 = 668; S3 = 225
Summary for Run #3053: S1 = 632; S2 = 641; S3 = 233
Summary for Run #3054: S1 = 622; S2 = 670; S3 = 232
Summary for Run #3055: S1 = 636; S2 = 651; S3 = 225
Summary for Run #3056: S1 = 606; S2 = 687; S3 = 208
Summary for Run #3057: S1 = 628; S2 = 649; S3 = 249
Summary for Run #3058: S1 = 624; S2 = 666; S3 = 212
Summary for Run #3059: S1 = 587; S2 = 683; S3 = 237
Summary for Run #3060: S1 = 585; S2 = 715; S3 = 210
Summary for Run #3061: S1 = 589; S2 = 678; S3 = 226
Summary for Run #3062: S1 = 582; S2 = 701; S3 = 208
Summary for Run #3063: S1 = 602; S2 = 627; S3 = 241
Summary for Run #3064: S1 = 586; S2 = 692; S3 = 203
Summary for Run #3065: S1 = 606; S2 = 686; S3 = 217
Summary for Run #3066: S1 = 620; S2 = 680; S3 = 229
Summary for Run #3067: S1 = 585; S2 = 684; S3 = 197
Summary for Run #3068: S1 = 642; S2 = 662; S3 = 205
Summary for Run #3069: S1 = 625; S2 = 672; S3 = 211
Summary for Run #3070: S1 = 595; S2 = 659; S3 = 232
Summary for Run #3071: S1 = 615; S2 = 645; S3 = 224
Summary for Run #3072: S1 = 615; S2 = 662; S3 = 230
Summary for Run #3073: S1 = 652; S2 = 709; S3 = 176
Summary for Run #3074: S1 = 647; S2 = 673; S3 = 204
Summary for Run #3075: S1 = 624; S2 = 702; S3 = 195
Summary for Run #3076: S1 = 613; S2 = 708; S3 = 212
Summary for Run #3077: S1 = 657; S2 = 646; S3 = 212
Summary for Run #3078: S1 = 595; S2 = 656; S3 = 228
Summary for Run #3079: S1 = 568; S2 = 684; S3 = 241
Summary for Run #3080: S1 = 675; S2 = 651; S3 = 222
Summary for Run #3081: S1 = 596; S2 = 675; S3 = 216
Summary for Run #3082: S1 = 633; S2 = 664; S3 = 199
Summary for Run #3083: S1 = 671; S2 = 671; S3 = 229
Summary for Run #3084: S1 = 642; S2 = 648; S3 = 229
Summary for Run #3085: S1 = 631; S2 = 675; S3 = 213
Summary for Run #3086: S1 = 671; S2 = 675; S3 = 227
Summary for Run #3087: S1 = 566; S2 = 727; S3 = 209
Summary for Run #3088: S1 = 613; S2 = 669; S3 = 224
Summary for Run #3089: S1 = 619; S2 = 656; S3 = 220
Summary for Run #3090: S1 = 621; S2 = 652; S3 = 243
Summary for Run #3091: S1 = 622; S2 = 656; S3 = 241
Summary for Run #3092: S1 = 604; S2 = 644; S3 = 229
Summary for Run #3093: S1 = 609; S2 = 690; S3 = 212
Summary for Run #3094: S1 = 576; S2 = 672; S3 = 229
Summary for Run #3095: S1 = 638; S2 = 634; S3 = 214
Summary for Run #3096: S1 = 566; S2 = 706; S3 = 219
Summary for Run #3097: S1 = 591; S2 = 692; S3 = 230
Summary for Run #3098: S1 = 647; S2 = 638; S3 = 240
Summary for Run #3099: S1 = 659; S2 = 652; S3 = 229
Summary for Run #3100: S1 = 645; S2 = 667; S3 = 219
Summary for Run #3101: S1 = 614; S2 = 694; S3 = 211
Summary for Run #3102: S1 = 579; S2 = 687; S3 = 228
Summary for Run #3103: S1 = 609; S2 = 654; S3 = 235
Summary for Run #3104: S1 = 647; S2 = 662; S3 = 219
Summary for Run #3105: S1 = 599; S2 = 681; S3 = 213
Summary for Run #3106: S1 = 653; S2 = 658; S3 = 225
Summary for Run #3107: S1 = 617; S2 = 686; S3 = 203
Summary for Run #3108: S1 = 601; S2 = 670; S3 = 224
Summary for Run #3109: S1 = 660; S2 = 635; S3 = 231
Summary for Run #3110: S1 = 613; S2 = 678; S3 = 235
Summary for Run #3111: S1 = 638; S2 = 651; S3 = 226
Summary for Run #3112: S1 = 653; S2 = 683; S3 = 210
Summary for Run #3113: S1 = 642; S2 = 644; S3 = 218
Summary for Run #3114: S1 = 624; S2 = 682; S3 = 211
Summary for Run #3115: S1 = 589; S2 = 696; S3 = 218
Summary for Run #3116: S1 = 655; S2 = 638; S3 = 221
Summary for Run #3117: S1 = 605; S2 = 655; S3 = 221
Summary for Run #3118: S1 = 670; S2 = 651; S3 = 200
Summary for Run #3119: S1 = 593; S2 = 690; S3 = 234
Summary for Run #3120: S1 = 619; S2 = 678; S3 = 203
Summary for Run #3121: S1 = 641; S2 = 645; S3 = 244
Summary for Run #3122: S1 = 644; S2 = 656; S3 = 213
Summary for Run #3123: S1 = 585; S2 = 682; S3 = 211
Summary for Run #3124: S1 = 595; S2 = 675; S3 = 220
Summary for Run #3125: S1 = 622; S2 = 664; S3 = 221
Summary for Run #3126: S1 = 604; S2 = 665; S3 = 222
Summary for Run #3127: S1 = 598; S2 = 677; S3 = 218
Summary for Run #3128: S1 = 612; S2 = 679; S3 = 215
Summary for Run #3129: S1 = 582; S2 = 693; S3 = 220
Summary for Run #3130: S1 = 611; S2 = 668; S3 = 220
Summary for Run #3131: S1 = 628; S2 = 670; S3 = 225
Summary for Run #3132: S1 = 626; S2 = 722; S3 = 224
Summary for Run #3133: S1 = 624; S2 = 675; S3 = 226
Summary for Run #3134: S1 = 631; S2 = 639; S3 = 233
Summary for Run #3135: S1 = 622; S2 = 648; S3 = 236
Summary for Run #3136: S1 = 590; S2 = 651; S3 = 223
Summary for Run #3137: S1 = 607; S2 = 666; S3 = 219
Summary for Run #3138: S1 = 622; S2 = 654; S3 = 221
Summary for Run #3139: S1 = 614; S2 = 653; S3 = 239
Summary for Run #3140: S1 = 649; S2 = 650; S3 = 208
Summary for Run #3141: S1 = 595; S2 = 684; S3 = 210
Summary for Run #3142: S1 = 616; S2 = 674; S3 = 225
Summary for Run #3143: S1 = 631; S2 = 649; S3 = 225
Summary for Run #3144: S1 = 598; S2 = 701; S3 = 215
Summary for Run #3145: S1 = 608; S2 = 670; S3 = 201
Summary for Run #3146: S1 = 567; S2 = 681; S3 = 222
Summary for Run #3147: S1 = 645; S2 = 667; S3 = 215
Summary for Run #3148: S1 = 641; S2 = 684; S3 = 197
Summary for Run #3149: S1 = 628; S2 = 666; S3 = 224
Summary for Run #3150: S1 = 589; S2 = 672; S3 = 227
Summary for Run #3151: S1 = 622; S2 = 678; S3 = 218
Summary for Run #3152: S1 = 577; S2 = 678; S3 = 223
Summary for Run #3153: S1 = 594; S2 = 673; S3 = 226
Summary for Run #3154: S1 = 632; S2 = 708; S3 = 198
Summary for Run #3155: S1 = 645; S2 = 663; S3 = 212
Summary for Run #3156: S1 = 603; S2 = 669; S3 = 227
Summary for Run #3157: S1 = 626; S2 = 655; S3 = 240
Summary for Run #3158: S1 = 568; S2 = 713; S3 = 225
Summary for Run #3159: S1 = 600; S2 = 689; S3 = 221
Summary for Run #3160: S1 = 624; S2 = 665; S3 = 218
Summary for Run #3161: S1 = 594; S2 = 683; S3 = 218
Summary for Run #3162: S1 = 619; S2 = 682; S3 = 206
Summary for Run #3163: S1 = 630; S2 = 697; S3 = 205
Summary for Run #3164: S1 = 616; S2 = 673; S3 = 213
Summary for Run #3165: S1 = 587; S2 = 675; S3 = 225
Summary for Run #3166: S1 = 654; S2 = 700; S3 = 188
Summary for Run #3167: S1 = 665; S2 = 635; S3 = 239
Summary for Run #3168: S1 = 646; S2 = 644; S3 = 209
Summary for Run #3169: S1 = 647; S2 = 624; S3 = 225
Summary for Run #3170: S1 = 599; S2 = 675; S3 = 226
Summary for Run #3171: S1 = 623; S2 = 656; S3 = 213
